global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
819.680061850938	n/a	671875.4037959576	n/a	1180.9341928158167	n/a	1394605.5677615446	n/a	790.0177833557129	n/a	n/a	624128.0980182742	836.0745938366267	714.5037404884727	n/a	n/a	n/a	n/a	-0.1021041888	0.0022800805	-0.0392564175	0.2427372123	0.284983108	-0.060245011	0.0282348971	-0.1256338017	0.1505931748	-0.6684624419	0.2302704677	-0.0589282808	0.127568538	-0.1188986786	0.0765551189	-0.2358058611	0.0323457841	-0.0621131288	0.0619329894	0.0339797313	-0.0349417269	0.1311301826	-0.0961760065	0.031681668	-0.053453396	0.0698653739	-0.0962656762	0.0688067816	-0.0267147539	0.1977249456	-0.097932509	0.0536737998	-0.1573631072	0.0181021928	0.0415542515	-0.0048833609	-0.0622405193	0.0682918117	-0.0132653876	-0.0029731187	-0.0810481518	0.0422561781	0.1615105239	-0.0113382172	-0.1419372914	0.0402085453	0.0286430219	-0.0524301088	-0.0458976034	-0.031484236	-0.1083497603	0.095481662	0.0969755445	-0.2665367482	0.081173449	-0.1269489915	0.0178953676	0.0358571935	-0.0505744349	0.1424772341	-0.0478541112	0.1900530537	-0.109418737	0.0803568616	-0.0543182217	0.2595212295	-0.0769027998	0.0519860657	-0.1472395473	0.1415949882	-0.1875557395	0.0974967149	-0.2544383349	0.1077652265	-0.1841710775	0.0538597151	-0.137314514	0.0214398088	0.0844393381	-0.19320678	-0.0752323767	0.0760275407	-0.2053532657	-0.0159446757	-0.0398297708	0.0128880985	0.0476944115	0.1280323263	0.1355561231	-0.1326170263	0.0653760486	-0.0459811531	0.2510662469	-0.0106091862	0.1133193912	-0.1007767422	0.1386718447	-0.0395322363	0.1050202628	-0.0976887828	0.022237237	0.1076488642	-0.0972656374	0.0900061668	-0.1591359856	0.0158514808	-0.1080119333	0.0920792367	-0.0191444584	0.1633758991	-0.0054448848	0.2440851583	-0.055954789	0.0577147708	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0199000159493607	n/a	n/a	0.0003960106347848	0.0152736278481881	n/a	0.0002332837076449	n/a	-0.0768404026005313	n/a	0.0059044474718117	n/a	0.0004151624375259	n/a	1.7235984953244687e-07	n/a	0.0006899025689544	n/a	n/a	4.759655546498807e-07	-0.000470143298913	n/a	2.210347215127985e-07	n/a
813.1155051627092	-6.56455668822889	661156.8247360077	43.09340451297066	1160.044629942696	-20.889562873120667	1345703.5434588864	436.3738370300614	787.377212973202	-2.6405703825109867	6.9726119449942185	619962.8755094471	831.7632045551694	675.8248085032749	1.181941	22.328886	0.0987445836109789	0.0599745242358033	0.0590249488	0.0622071928	0.0862693031	0.1188885454	0.1487973	0.1201750844	0.0395012773	0.0661897096	-0.0354655186	-0.1341987533	0.1124925792	0.0038245763	-0.0892289414	0.0832371217	0.1298899053	-0.1307506633	-0.0726229697	0.0523099808	0.1275325652	0.0737439404	-0.0667988997	0.0086164972	-0.0064308007	0.034689682	-0.0174064707	0.221608135	-0.104114322	0.0810843635	0.1156094317	0.0770102234	0.0436278147	0.0142867525	-0.0362049206	0.1543908566	-0.0240511503	-0.0031403576	0.0922255272	0.0099319478	-0.1352523364	-0.0882239492	-0.0477513001	0.0522794705	0.0591175442	-0.1406442671	-0.0963572981	0.1156530971	-0.0843968603	-0.0311854382	0.1406443754	0.1117964294	-0.1728832036	0.1073858682	-0.0063687597	-0.1596890921	-0.090829478	-0.0681679874	0.1357649677	-0.0665846405	-0.0323732562	-0.019748175	-0.0774951249	0.0478381015	-0.0779998094	0.1327364792	0.0267416118	0.2521477353	-0.1068917466	0.022456617	-0.0983576593	0.0823068399	0.0450592293	-0.0600935921	0.0307323074	0.0522197563	-0.0961849895	-0.012674666	-0.0758564096	0.0962617819	0.0503705207	0.0483078943	0.0190205064	-0.0072053801	0.0451093163	-0.0013421784	-0.043522752	-0.0430261633	-0.0668027166	-0.0625440173	-0.0591683237	0.0245552558	0.1309790155	-0.0863824926	0.1080309048	-0.0601588431	-0.0532112216	-0.0873662249	0.1751971074	-0.0590548307	0.1289649815	0.046109761	0.0403321291	0.0831927836	0.0496288566	0.1606526276	-0.2210221444	-0.056725095	0.0358972401	0.1690053349	-0.0319967999	0.0791010083	-0.0597386747	0.0987990559	-0.024103696	0.0283574814	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0096612018245423	0.0102388141248184	0.0001048333146825	9.333882069453947e-05	0.002651115877029	-0.012622511971159	7.028415393435244e-06	0.000159327808462	-0.0214394162304998	0.0554009863700314	0.0004596485683046	0.0030692692907724	0.0003315904963842	-8.35719411417e-05	1.0995225729232017e-07	6.984269346191769e-09	0.000777961777391	8.805920843659993e-05	7.754424190480553e-09	6.052245270813637e-07	-0.0002321290255919	0.0002380142733211	5.3883884522244964e-08	5.66507943045713e-08
812.277567578556	-0.83793758415311	659794.8467913357	0.7021393949363504	1150.018255557654	-10.026374385042118	1322541.9881158697	100.5281833090287	786.6866211835076	-0.6905917896943947	0.4769170199933071	618875.8399491236	829.20384833169	663.900349239845	1.083928	20.477261	0.0529182964581414	0.0228924943345381	0.1294632909	0.0756793458	0.0556599909	-0.1206805255	-0.0922496782	0.1397511672	0.0780089069	0.0523999339	0.0291962532	0.0396793326	0.2107114776	-0.015620578	0.0606812797	0.1623970719	-0.005505158	0.0621335622	0.1080699552	0.032098256	0.1366124194	-0.0507566711	0.0626399297	-0.0870520971	-0.1182719394	0.0266763281	0.1516485271	0.1131407539	0.0931309717	0.067449317	0.1352496304	-0.0176098542	-0.031073078	0.064904859	0.2237759208	-0.1650517276	0.0289194071	-0.0932166431	-0.1404540187	-0.027486714	0.0624898554	-0.0898938678	-0.0270442273	0.1177558882	-0.0805758437	-0.0594491713	0.1516371315	-0.0027322532	0.0575688137	-0.0912891909	0.0922481926	-0.0228616586	0.0666637537	0.0326752964	-0.0377561923	0.0688186276	-0.1755503718	0.0113318994	-0.0661476354	-0.1069319284	-0.0149638586	-0.0390002135	-0.028252356	-0.1781672484	-0.0917461719	0.13998521	-0.0555069636	0.0998116853	0.0629335432	-0.0755343867	-0.0539176478	-0.0676511084	0.080092464	0.0863932113	0.1357623162	-0.0135014447	0.1026716097	0.0294185893	-0.0429235949	-0.1387285332	-0.0431786749	-0.0938480975	-0.1465963388	-0.1538848076	-0.0695151931	0.0325311039	0.1041113446	-0.0489165688	0.0454050075	0.1070007924	-0.1118706535	0.0508432516	0.119311006	-0.0638003894	-0.1038408021	0.0366472364	-0.0960656674	0.0310711693	0.0746390765	-0.1282504562	-0.0851099687	-0.0846567808	-0.0044076613	0.0591071899	-0.0306630435	0.0797878427	-0.0211014432	-0.1272856648	-0.0433110739	0.1235010057	0.0252735017	-0.0949410974	-0.1464710995	-0.0178863642	0.1063056522	0.0111756234	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0139998891706341	-0.0043386873460918	1.882420788713711e-05	0.00019599689679	0.0114162570643401	0.0087651411873111	0.000130330925359	7.682770003349743e-05	-0.0143087720019892	0.0071306442285105	0.0002047409562049	5.084608711359152e-05	0.0001160178915161	-0.0002155726048681	1.3460151151841548e-08	4.647154796961798e-08	0.0010189959045625	0.0002410341271715	5.809745046132683e-08	1.0383526535151476e-06	-3.505928370694027e-05	0.0001970697418849	1.2291533740437274e-09	3.8836483166604654e-08
814.9015398886752	2.623972310119143	664064.519712934	6.885230684271992	1149.4133085070916	-0.6049470505622594	1321150.953773219	0.3659609339839768	788.7373143588795	2.0506931753719755	4.205342499517196	622106.551062058	831.1473950059219	679.5514330567613	1.054519	19.921669	0.0597502349702433	0.028427315765085	0.0883652688	-0.1161913265	-0.0502502744	-0.0425002016	-0.1374971583	0.0125640675	-0.065785814	-0.0393550403	0.068105358	0.0790584914	0.1124380958	0.0379708845	0.0198707062	0.0104182105	-0.1181389977	-0.0249086465	0.0266603041	-0.0507505578	0.0085594672	-0.1185564006	0.0046271864	0.1488645366	0.0934676996	0.1046740381	0.039138681	-0.2057854336	0.031254387	0.0378264813	-0.022140417	-0.004463826	-0.10916894	0.0594249383	0.0310479339	-0.0504033512	0.0277134156	0.1598490686	0.1242397016	0.0214038924	0.1869053782	-0.0869022387	0.0357096756	-0.0442117246	0.0187023938	-0.0529112959	0.0460787038	-0.0456960258	0.0666063147	-0.0472288615	0.060756127	-0.0204726447	-0.060468757	0.0007741232	-0.081432993	0.1159833376	0.0158195072	-0.083026523	-0.1335455263	-0.0583492558	-0.0843616512	-0.0359207274	0.1446536793	0.1404726718	0.0343741933	0.0158597196	-0.0327683701	-0.0989233164	0.0589179049	-0.0398095318	0.1161720061	-0.0009598766	-0.0710078777	0.0408972719	0.0408921629	0.0959051191	0.1223744405	-0.0237791777	-0.1155086637	-0.0845606318	0.0070175977	0.2966107666	-0.0734939907	-0.0832689104	-0.0995454136	-0.0437353435	-0.0452087456	-0.0476022332	-0.0319750096	0.1225293661	0.0388251667	0.0115781434	0.1107037142	0.1240052436	-0.0326428444	0.0225078274	0.0019791878	0.0179514284	0.0775700021	-0.0442012701	-0.0343052454	-0.0758030474	0.0977715383	0.044595289	0.0737288976	0.0032375255	0.0913428209	0.0538600037	-0.1078083369	-0.0222219176	0.0513291624	-0.0148486563	-0.0134321266	0.0046667129	0.0046072294	-0.0130772126	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0011972832828774	0.0128026058877567	0.0001639067175172	1.4334872594576845e-06	0.0186121622845973	0.0071959052202571	0.0003464125849081	5.178105193892481e-05	-0.0215770057658346	-0.0072682337638454	0.0004655671778188	5.282722204590228e-05	-0.0002949870634248	-0.0004110049549409	8.701736758798699e-08	1.6892507298597121e-07	0.0007810055682726	-0.0002379903362899	5.6639400167379696e-08	6.099696976728068e-07	-3.438477297006007e-05	6.745107368801977e-07	1.1823126122025736e-09	4.549647341666673e-13
816.4313061348965	1.5297662462213566	666560.0776371332	2.3401847680781804	1156.3605854826153	6.947276975523664	1337169.8036576968	48.26465737464123	790.0314072777243	1.29409291884474	1.6746764826040983	624149.6244852215	832.0939001174904	686.2643937633536	1.032219	19.500378	0.0512209447323817	0.0239072249984546	0.0004940252	-0.1116790681	0.0676487637	0.0520822363	0.0185694126	-0.0726578391	-0.1277797003	0.0530353096	-0.0776450531	0.061274253	0.0291622268	-0.0154423117	0.0544624618	-0.1090861163	-0.0070840092	-0.0297435136	-0.1330344027	0.0323900813	-0.0643232376	-0.0381687692	0.0995308353	-0.0412838777	0.0952855201	0.029081305	-0.1166378752	-0.034753111	0.0532245678	0.084285786	-0.0917532041	-0.013105005	0.1721858254	-0.0293061023	0.0101236562	0.0373866598	-0.0609720564	-0.0736307531	-0.1318772996	-0.1070388914	-0.1017534986	-0.1223561435	0.0011661503	0.0014050082	0.0226176366	0.0793648662	0.050772586	-0.0527001796	0.1026126044	0.0954593193	-0.0944402337	0.1098627883	-0.0596218545	-0.0044781975	-0.101108745	-0.0043610851	0.1439990745	0.0386253824	0.0964377888	-0.0149021752	-0.0180067336	-0.043020931	0.0104514215	-0.0436845664	0.0299753599	-0.0247076604	-0.1340382384	-0.1002291087	-0.1548588942	-0.1127464194	0.0159768561	-0.0914865529	-0.0150055323	0.0857801439	-0.0004001936	-0.0449916359	-0.0414889773	0.0242279767	0.0955938016	0.1270796781	0.1010362903	0.0504593749	-0.0650814086	-0.0619854142	0.1104368631	-0.188660106	0.1129199161	-0.1051464657	-0.1453585378	-0.0203353107	0.0513475509	-0.1426272002	0.0276751097	0.0675157029	0.0877431808	-0.0210737607	-0.0663926722	0.0297032221	-0.0337326782	0.0624975518	0.0386914896	-0.1011005066	0.0758694929	-0.1261353935	-0.0518519482	-0.1427831506	-0.0670221421	-0.0597836483	0.0954804828	-0.054206733	-0.0715726012	0.0058552245	0.0912882898	-0.0753103494	0.0978318732	0.0095904662	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0017407409206526	0.00293802420353	8.631986220528092e-06	3.030178952834461e-06	0.0009656182086246	-0.0176465440759726	9.324185248273816e-07	0.0003114005178252	-0.0276936654355424	-0.0061166596697078	0.0007669391052557	3.7413525515029925e-05	-0.0001030154319153	0.0001919716315095	1.0612179212695808e-08	3.6853107304419264e-08	0.0005709970294356	-0.000210008538837	4.410358638445175e-08	3.260376076242794e-07	5.402939234686549e-05	8.841416531692555e-05	2.919175237371527e-09	7.817064628688641e-09
814.8668083591178	-1.5644977757787046	664007.9153653752	2.447653290416514	1155.6342990803269	-0.7262864022884514	1335490.6332108784	0.5274919381491023	788.3148305107566	-1.7165767669677052	2.9466357968932995	621440.2720032028	831.5701266726533	686.7165998065539	1.014997	19.17503	0.0392284472948845	0.0243157595688672	0.0034754045	0.1031258949	0.072734754	0.0443220665	0.048806064	0.0073912738	0.0478964387	0.0931469313	0.0402941782	0.1043966583	-0.0301441623	0.0058611758	-0.0694070537	-0.0256640687	0.1202459685	-0.0227730995	0.0513906799	0.0639193976	-0.1149009163	-0.15848201	-0.0240745698	-0.0394800639	-0.2889812918	-0.002702333	-0.049750123	-0.0292423919	0.0505184339	-0.0499265106	0.0574358621	0.0149873189	0.095852869	0.027634185	-0.0435077799	0.09440193	-0.0506574722	-0.0472803014	0.1143399006	-0.072275885	0.1213259278	-0.0128581087	0.1533756024	-0.0359067032	0.011391941	0.0165511436	-0.0339464543	-0.092967454	-0.0045186374	0.0849123598	0.0341773033	0.0101500206	0.1632089314	0.0114001132	-0.0468018856	-0.0794205948	-0.023849571	0.0495984231	-0.0030480796	-0.0033595594	0.1338696417	0.0110976676	-0.0177557222	0.1377683926	-0.0313744631	0.0299415856	-0.1957842015	0.0198875825	0.2163906077	-0.0613841096	0.0614082302	-0.0647205846	0.0892820326	-0.104072162	0.0634693628	-0.0064492879	0.0127761417	-0.1010308068	0.1523375038	0.0351938745	-0.0618247113	0.0002368918	0.1141889464	0.073345484	0.1363301941	-0.1056624469	0.0143400923	0.0814537157	-0.0029115155	0.0368256753	0.0790122402	0.0726808924	0.0090488713	-0.1092783342	0.0424664616	-0.0593245053	-0.0240250488	0.1217339855	-0.0356957874	0.0055293293	0.1285249669	-0.0533725269	0.0303117949	0.0454724762	-0.0722189481	-0.1070973264	0.1724627706	0.0714040346	-0.1152531776	0.0805612214	-0.0577632535	-0.022718421	0.0153940895	0.0922704323	0.0935523946	0.0239211504	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0016530942561701	-8.764666448249987e-05	7.681937794907905e-09	2.7327206197825763e-06	0.0030338528790707	0.0020682346704461	9.204263291845576e-06	4.277594652035288e-06	-0.0237747857003682	0.0039188797351741	0.0005652404350984	1.5357618378759005e-05	-0.0001360696654202	-3.305423350490001e-05	1.851495384756517e-08	1.0925823525964543e-09	0.0003209700777559	-0.0002500269516797	6.251347656624304e-08	1.0302179081462848e-07	0.0004340219316579	0.000379992539311	1.8837503716005486e-07	1.4439432993204813e-07
814.8310491811543	-0.0357591779635413	663949.6387096607	0.0012787188086282	1148.6117163028357	-7.022582777491152	1319308.8748281458	49.31666886671535	786.9443694170784	-1.3704610936781592	1.878163609285536	619281.4405572432	829.0481966936755	676.7787527445346	1.02829	19.426159	0.01560796146875	0.0103002025743479	0.0729622541	0.0728604703	-0.0629178441	-0.0932354576	-0.1038746458	0.0576694948	0.0388622367	0.0129221614	0.0450265239	0.0334669285	-0.0770673183	0.0130981093	0.0313013239	0.1384623274	-0.0462752975	0.0532902914	0.0969546288	0.0026160888	-0.0170777783	0.1239470143	0.0829412582	-0.0188923945	0.1118396995	-0.0466510044	-0.0053996117	0.1021893779	-0.1142723115	-0.0879338399	-0.072834522	-0.0470170419	0.0146237599	-0.0057725074	-0.0554176876	-0.131524095	-0.0645964402	0.0235628396	0.0847905387	-0.1514506257	-0.0421291908	-0.0182612003	-0.0149502193	0.0300874332	0.0209933009	0.0220643843	0.113892736	0.1338316419	0.014871819	0.1668297661	-0.1473863193	-0.20747189	0.0208352568	-0.0460044455	0.1380184208	0.1085876902	-0.1083249223	-0.0045529456	-0.022508667	0.022354089	0.0676639593	0.068808574	-0.0349676502	-0.0642111779	0.1539145125	0.0200586288	0.0770805465	-0.0522000599	-0.0661159644	0.0251928315	-0.1497413495	-0.0830245034	0.0098208025	-0.0073727701	-0.0387812874	-0.0481617571	-0.0036369757	0.1091024456	-0.0245849724	0.0790111705	-0.0365639842	0.0461925458	0.0386222753	-0.1471598466	0.1136827212	0.0388075007	0.0246961451	0.1018333692	-0.0943949126	-0.0278437292	-0.0860277956	-0.1602544834	0.0310292551	-0.0492730323	-0.129152245	0.0420050437	0.0860592351	-0.0505441643	-0.0720357758	-0.0856733688	0.0324118253	0.0637477458	0.0197470212	-5.48251e-05	-0.0761282872	-0.0348484245	-0.0504036108	0.1530248009	0.139532341	0.0032046184	-9.89559e-05	0.1125277118	-0.0851808067	-0.0256809896	0.1071645867	-0.0074930678	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0016881121223804	3.501786621029992e-05	1.2262509539224651e-09	2.8497225377276584e-06	-0.0005853008999707	-0.0036191537790414	3.425771435065114e-07	1.3098274076349646e-05	-0.0215245529572598	0.0022502327431083	0.0004633063800098	5.06354739815715e-06	-0.0003020741576005	-0.0001660044921802	9.12487966900517e-08	2.7557491424039272e-08	0.0003209299368192	-4.014093670000676e-08	1.61129479915395e-15	1.0299602434677568e-07	0.0004620484401487	2.8026508490799986e-05	2.134887610438468e-07	7.854851781848834e-10
818.2947369110184	3.463687729864091	669606.2764562728	11.99713269001106	1153.3829177856446	4.77120148280892	1330292.155039727	22.764363589558037	789.5680542889763	2.6236848718979218	6.883722307026014	623417.7123536798	831.6511382390964	689.4221530499432	1.07405	20.290642	0.077503164028811	0.0349157382014357	0.0011892003	-0.1256881824	-0.0378713789	-0.039109182	-0.0658570526	-0.0404166663	-0.0746446921	-0.0691889084	0.073974539	0.0396419058	-0.000424451	0.044374378	-0.1510625383	-0.0391668563	-0.1887149961	0.011515973	-0.0084776609	-0.0703839257	-0.0208224716	0.0836650871	-0.0326949882	-0.1249073908	-0.0286324757	0.0295399819	0.1210132495	0.0913111921	-0.1026370124	-0.0520635513	-0.0159012908	-0.0500971327	-0.0630980415	-0.0959238919	-0.016656213	-0.0054266567	0.1053765148	-0.0470926134	-0.079849607	0.2462673229	-0.1355101717	-0.0382693182	-0.012142802	0.0410132171	-0.0423739358	0.0375376906	-0.0672407576	0.0005685794	0.134346197	-0.1476996618	0.0375462588	-0.1612538313	-0.0692819225	-0.0446528395	-0.101845201	0.116352868	0.1011372707	-0.0631024219	-0.0753092879	0.0471131486	-0.0631375018	0.0088106116	-0.021704753	-0.15587052	-0.0100221274	0.0666249947	0.080423978	0.0882718142	0.0381849202	0.1545168325	0.017106591	-0.0149408481	-0.0333530624	-0.1246241547	-0.0361257442	-0.0153587639	0.042544771	0.0255576142	0.0163450218	-0.010373759	0.008387018	-0.0008281713	-0.0335996976	-0.0397440251	-0.0321078492	0.1079674095	0.0167992941	-0.1272160572	0.1045670702	-0.050364564	-0.1001814908	0.07925624	0.0233491726	0.1077542297	0.0083728725	0.0603855852	0.0423697018	-0.1058057643	-0.0429971398	-0.0299870001	0.0671412147	0.1281530824	-0.0096724583	0.0207261462	0.1133024254	-0.0918676624	-0.085884362	0.1405703036	-0.0709605355	-0.1005221752	-0.0030247765	0.0038730888	0.1404600583	0.0479144888	0.0567980851	0.0839795244	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0127862412212351	0.0110981290988547	0.0001231684694948	0.0001634879645676	0.0026141853724368	0.0031994862724075	6.83396516146253e-06	1.023671240732404e-05	-0.0362879622182532	-0.0147634092609933	0.0013168162019533	0.0002179582530075	-0.000818010006071	-0.0005159358484705	6.691403700322774e-07	2.661897997369748e-07	0.0002519683624664	-6.89615743528e-05	4.755698737216763e-09	6.348805568399912e-08	7.810307504089049e-05	-0.0003839453651078	6.100090330842971e-09	1.4741404338776916e-07
816.7954741208976	-1.499262790120838	667154.8465443818	2.24778891384092	1158.675264696805	5.292346911160394	1342528.3690202113	28.00893582806896	789.6679954977596	0.0999412087833206	0.0099882452130712	623575.5431134497	832.2278444749663	698.6371062892979	1.090363	20.598825	0.0774929182056987	0.0360905276943533	-0.061664478	-0.0481019766	0.0262634638	0.1049568717	0.0973300447	-0.0166091002	-0.0549909135	0.0046274259	-0.1146933562	0.0378231917	-0.0704268531	-0.0347332837	0.0535124004	-0.1053904092	0.0027033687	-0.0190043633	-0.0697327194	0.1353215076	-0.0546542338	-0.0294631465	-0.0114549521	0.0497762797	0.0194382944	-0.076349944	0.1339103937	0.035662929	0.1298918846	0.0552416958	-0.0557232688	0.0237884013	-0.0566566836	-0.0108906028	0.0433534875	0.066761324	-0.0433415289	0.0915295731	0.0330511305	-0.0910727952	-0.0009029575	0.050749386	0.1228739504	0.0788296121	-0.089480002	0.0778780367	-0.164640052	0.0057552114	0.0028217735	0.0027516617	-0.0022964895	0.0088428758	0.0180962283	-0.1890141006	-0.0240147912	-0.0496478923	0.0888618442	0.0473099763	0.1229678551	0.0285409834	0.0794827549	-0.1052687733	0.0542396122	0.0142731483	-0.0210977846	0.0239092117	0.0044261978	-0.0049185528	-0.0977391893	-0.1098332127	0.066616124	-0.0731244243	0.0317758126	0.0840274148	0.0738490931	-0.05668461	0.0595745028	-0.1014645198	-0.0179658561	-0.0253509915	-0.0660109695	0.0812925463	-0.08315667	0.0546642111	0.0651392452	0.1271747558	-0.122761237	-0.0128989226	0.013703877	-0.0647679785	0.0930214322	-0.055061087	-0.0630394014	0.0223452303	0.087719588	-0.0838715247	0.0279596066	0.1156459585	0.0066372617	0.0329361041	0.0641231666	-0.074454099	-0.0013844153	-0.1327048744	-0.0580898936	-0.0558511094	-0.035312537	-0.0964817565	-0.0370187726	-0.0573701168	0.0731946596	-0.1884250992	0.0252504779	-0.0671725718	-0.0065109347	0.0303910155	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0218827428146823	0.0090965015934472	8.274634123958747e-05	0.0004788544330935	0.0198636427408729	0.017249457368436	0.000394564302937	0.0002975437795054	-0.0065694478726499	0.0297185143456033	4.31576453514643e-05	0.0008831900949098	-0.0005709943321535	0.0002470156739175	3.260345273514215e-07	6.101674316091669e-08	0.0003210101932218	6.904183075540001e-05	4.766774394057298e-09	1.0304754415229737e-07	-3.4408318250452345e-05	-0.0001125113932913	1.1839323648244116e-09	1.2658813620359226e-08
815.80774989136	-0.987724229537548	665542.2847828039	0.9755991536155432	1154.090246618019	-4.585018078786106	1331924.2973388396	21.02239078279544	788.6327583537383	-1.03523714402138	1.0717159443615438	621941.6275486257	831.7075576079568	685.0319882004948	1.093107	20.650661	0.0888302826782846	0.0464362255352967	0.0207704792	0.1138819895	0.056228723	-0.0307893967	-0.0017830197	0.0317719018	0.0839142668	0.0954486245	0.0896342988	0.1046391597	-0.0614637799	-0.0029282208	0.0649394253	0.011763203	0.0651998923	0.058011689	0.0508731198	-0.0067950299	0.0185795372	0.0265686852	0.0788696187	0.0984253589	-0.0557443436	-0.0439736073	0.0014965156	-0.0122957907	0.0345657404	0.0143394171	-0.0670325189	-0.109783992	-0.0188826866	-0.0380595874	0.0587185936	0.0226188275	0.1428212676	-0.047581898	-0.0138336	0.0999471225	0.0190238455	-0.1057142324	-0.0082046741	-0.0802085838	-0.0487245602	0.067003717	0.0837460204	-0.0728196962	-0.0890707886	0.0639167499	-0.0700025128	0.2273999144	0.1334426787	-0.0417088592	-0.0105781016	-0.0460813232	-0.0712957344	0.0547120109	-0.0673305433	-0.0287371891	0.0629843762	0.0698828628	-0.0211450647	-0.0119686828	-0.003785969	-0.0845056421	0.0113494238	-0.0607770487	0.0917864848	0.073575772	-0.0426170997	-0.1104213973	0.0961405205	0.0262963969	0.0131445296	-0.0348136417	0.0256236011	-0.0156784568	0.1398342441	-0.040889696	0.0547445165	0.0149337845	-0.1600994738	-0.0323485731	-0.0489360499	-0.0772111801	0.0729608432	0.1316634339	0.1148112819	0.0300525923	0.000840188	0.0492646178	-0.0289072609	-0.1098875721	-0.0816879561	-0.030706553	-0.0709338128	-0.0640104364	-0.0449871002	-0.0808226472	0.0001304817	0.0146247565	-0.0717755361	0.0443519196	0.0160889131	-0.0182222599	0.1592439926	-0.0581496729	0.1670850065	0.0056805041	-0.0323927309	0.114138222	-0.012253888	-0.1905545315	0.0574666473	0.1193456423	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0017249030697996	-0.0201578397448827	0.0004063385031803	2.975290600204084e-06	-0.0199203354849828	-0.0397839782258557	0.0003968197658342	0.0015827649234753	-0.0037546987760421	0.0028147490966078	1.4097762898812044e-05	7.922812476854429e-06	-0.0004010191844396	0.0001699751477139	1.608163862886019e-07	2.8891550840362133e-08	0.0005709865430032	0.0002499763497814	6.248817545003285e-08	3.260256322907452e-07	6.71144964730169e-05	0.0001015228147234	4.504355636826597e-09	1.0306881909375862e-08
